form	lemma	POS	register
ภาษาตลาด	ภาษาตลาด	noun	formal
ภาษาปรากฤต	ภาษาปรากฤต	noun	formal
ภาษามลายู	ภาษามลายู	noun	formal
ภาษาศาสตร์ประยุกต์	ภาษาศาสตร์ประยุกต์	noun	formal
ภาษีเงินได้	ภาษีเงินได้	noun	formal
ภูต	ภูต	noun	formal
มงกุฎ	มงกุฎ	noun	formal
มณี	มณี	noun	formal
มติมหาชน	มติมหาชน	noun	formal
มท	มท	noun	formal
มโนคติ	มโนคติ	noun	formal
มล	มล	noun	formal
มลพิษทางน้ำ	มลพิษทางน้ำ	noun	formal
มลพิษทางเสียง	มลพิษทางเสียง	noun	formal
มวยไทย	มวยไทย	noun	formal
มวลชีวภาพ	มวลชีวภาพ	noun	formal
มหากษัตริย์	มหากษัตริย์	noun	formal
มหาชน	มหาชน	noun	formal
มหาวิทยาลัยขอนแก่น	มหาวิทยาลัยขอนแก่น	noun	formal
มหิธร	มหิธร	noun	formal
มะเขือเทศ	มะเขือเทศ	noun	formal
มะปราง	มะปราง	noun	formal
มะพร้าวอ่อน	มะพร้าวอ่อน	noun	formal
มะรุม	มะรุม	noun	formal
มะเร็งผิวหนัง	มะเร็งผิวหนัง	noun	formal
มัณฑนากร	มัณฑนากร	noun	formal
มัธยมศึกษาตอนต้น	มัธยมศึกษาตอนต้น	noun	formal
มัสมั่น	มัสมั่น	noun	formal
มาตงค์	มาตงค์	noun	formal
ม้านั่ง	ม้านั่ง	noun	formal
มารดา	มารดา	noun	formal
ม้าล่อ	ม้าล่อ	noun	formal
มาลากา	มาลากา	noun	formal
มาลี	มาลี	noun	formal
มิตร	มิตร	noun	formal
มิตรแท้	มิตรแท้	noun	formal
มิตรภาพ	มิตรภาพ	noun	formal
มิลลิบาร์	มิลลิบาร์	noun	formal
มือดี	มือดี	noun	formal
มื้อเที่ยง	มื้อเที่ยง	noun	formal
มุกดาหารหมอกมัว	มุกดาหารหมอกมัว	noun	informal
มุ้ง	มุ้ง	noun	formal
มุ้งลวด	มุ้งลวด	noun	formal
มุทิตา	มุทิตา	noun	formal
มุทุตา	มุทุตา	noun	formal
มุมกลับ	มุมกลับ	noun	informal
เมขลา	เมขลา	noun	formal
เมรุมาศ	เมรุมาศ	noun	formal
เมียใหม่	เมียใหม่	noun	informal
เมือง	เมือง	noun	formal
เมืองชายทะเล	เมืองชายทะเล	noun	formal
แมงดา	แมงดา	noun	informal
แม่ชี	แม่ชี	noun	formal
แม่เบี้ย	แม่เบี้ย	noun	formal
แม่ผัว	แม่ผัว	noun	formal
แม่พิมพ์	แม่พิมพ์	noun	formal
แมลงวันหัวเขียว	แมลงวันหัวเขียว	noun	formal
แม่หม้าย	แม่หม้าย	noun	formal
แม่อุ้มบุญ	แม่อุ้มบุญ	noun	formal
โมก	โมก	noun	formal
โมง	โมง	noun	formal
โม่ง	โม่ง	noun	formal
โมงเช้า	โมงเช้า	noun	formal
โมน	โมน	noun	formal
ไม้จำปา	ไม้จำปา	noun	formal
ไม้เถา	ไม้เถา	noun	formal
ไม้บรรทัด	ไม้บรรทัด	noun	informal
ไม้แผ่น	ไม้แผ่น	noun	formal
ยา	ยา	noun	formal
ย่า	ย่า	noun	formal
ยากล่อมประสาท	ยากล่อมประสาท	noun	formal
ยางธรรมชาติ	ยางธรรมชาติ	noun	formal
ยาบำรุง	ยาบำรุง	noun	formal
ยามวิกาล	ยามวิกาล	noun	formal
ยาสระผม	ยาสระผม	noun	formal
ยาอันตราย	ยาอันตราย	noun	formal
ยุทโธปกรณ์	ยุทโธปกรณ์	noun	formal
ยูนิฟอร์ม	ยูนิฟอร์ม	noun	formal
ยูเรเนียม	ยูเรเนียม	noun	formal
ร่มโพธิ์ร่มไทร	ร่มโพธิ์ร่มไทร	noun	formal
รหัสประเทศ	รหัสประเทศ	noun	formal
รองผู้อำนวยการ	รองผู้อำนวยการ	noun	formal
รอบแรก	รอบแรก	noun	formal
รอยขีด	รอยขีด	noun	formal
รอยร้าว	รอยร้าว	noun	formal
ระดับกลาง	ระดับกลาง	noun	formal
ระดับน้ำทะเลปานกลาง	ระดับน้ำทะเลปานกลาง	noun	formal
ระดู	ระดู	noun	formal
ระบบชลประทาน	ระบบชลประทาน	noun	formal
ระบบนิเวศน์	ระบบนิเวศน์	noun	formal
ระบบบัญชี	ระบบบัญชี	noun	formal
ระบบปิด	ระบบปิด	noun	formal
ระบบสารสนเทศ	ระบบสารสนเทศ	noun	formal
ระบบสารสนเทศทางการบัญชี	ระบบสารสนเทศทางการบัญชี	noun	formal
ระบิลเมือง	ระบิลเมือง	noun	formal
รักยม	รักยม	noun	formal
รักแร้	รักแร้	noun	formal
รังนก	รังนก	noun	formal
รังสีอัลตราไวโอเลต	รังสีอัลตราไวโอเลต	noun	formal
รัฐกิจ	รัฐกิจ	noun	formal
รัดประคด	รัดประคด	noun	formal
รากศัพท์	รากศัพท์	noun	formal
ราคาขาย	ราคาขาย	noun	formal
ราคาปลีก	ราคาปลีก	noun	formal
ร่างกายและจิตใจ	ร่างกายและจิตใจ	noun	formal
รางวัลนำจับ	รางวัลนำจับ	noun	formal
ราชอาณาจักรเดนมาร์ก	ราชอาณาจักรเดนมาร์ก	noun	formal
ราชาวดี	ราชาวดี	noun	formal
ร้านขายดอกไม้	ร้านขายดอกไม้	noun	formal
ร้านขายยา	ร้านขายยา	noun	formal
ร้านค้าปลีก	ร้านค้าปลีก	noun	formal
ร้านเครื่องเขียน	ร้านเครื่องเขียน	noun	formal
ร้านอาหาร	ร้านอาหาร	noun	formal
รายงาน	รายงาน	noun	formal
ราวแขวนเสื้อผ้า	ราวแขวนเสื้อผ้า	noun	formal
ราษฎร์	ราษฎร์	noun	formal
ราษฎร	ราษฎร	noun	formal
ราหูอมจันทร์	ราหูอมจันทร์	noun	formal
รำเพย	รำเพย	noun	formal
รำไพ	รำไพ	noun	formal
ริมคลอง	ริมคลอง	noun	formal
รุ่งเช้า	รุ่งเช้า	noun	formal
รูปสี่เหลี่ยม	รูปสี่เหลี่ยม	noun	formal
รูปหน้า	รูปหน้า	noun	formal
เรขาคณิต	เรขาคณิต	noun	formal
เรื่องต้องห้าม	เรื่องต้องห้าม	noun	formal
เรื่องราว	เรื่องราว	noun	formal
เรือแจว	เรือแจว	noun	formal
เรือท้องแบน	เรือท้องแบน	noun	formal
เรือนกล้วยไม้	เรือนกล้วยไม้	noun	formal
เรือประจัญบาน	เรือประจัญบาน	noun	formal
เรือโยง	เรือโยง	noun	formal
เรืออากาศเอก	เรืออากาศเอก	noun	formal
เรือเอก	เรือเอก	noun	formal
แรงขับเคลื่อน	แรงขับเคลื่อน	noun	formal
แรงจูงใจ	แรงจูงใจ	noun	formal
แรงดึง	แรงดึง	noun	formal
แรงดึงดูดใจ	แรงดึงดูดใจ	noun	formal
แร่ธาตุ	แร่ธาตุ	noun	formal
โรคกระดูกพรุน	โรคกระดูกพรุน	noun	formal
โรคกลัวน้ำ	โรคกลัวน้ำ	noun	formal
โรคแทรก	โรคแทรก	noun	formal
โรคระบาด	โรคระบาด	noun	formal
โรควิตกกังวล	โรควิตกกังวล	noun	formal
โรคไส้ติ่งอักเสบ	โรคไส้ติ่งอักเสบ	noun	formal
โรคหอบหืด	โรคหอบหืด	noun	formal
โรคห่า	โรคห่า	noun	formal
โรง	โรง	noun	formal
โรงประปา	โรงประปา	noun	formal
โรงมหรสพ	โรงมหรสพ	noun	formal
โรงหมอ	โรงหมอ	noun	formal
ฤกษ์บน	ฤกษ์บน	noun	formal
ฤทธิ์เดช	ฤทธิ์เดช	noun	formal
ฤๅษี	ฤๅษี	noun	formal
ลมบก	ลมบก	noun	formal
ลมแล้ง	ลมแล้ง	noun	formal
ลอตเตอรี่	ลอตเตอรี่	noun	formal
ล็อตเตอรี่	ล็อตเตอรี่	noun	formal
ละครพูด	ละครพูด	noun	formal
ลั่นทม	ลั่นทม	noun	formal
ลำเนาไพร	ลำเนาไพร	noun	formal
ลิง	ลิง	noun	formal
ลิงกอริลลา	ลิงกอริลลา	noun	formal
ลิงกัง	ลิงกัง	noun	formal
ลูกตา	ลูกตา	noun	formal
ลูกตาล	ลูกตาล	noun	formal
ลูกบิด	ลูกบิด	noun	formal
ลูกเบี้ยว	ลูกเบี้ยว	noun	formal
ลูกระนาด	ลูกระนาด	noun	formal
ลูกหมา	ลูกหมา	noun	formal
ลูกเห็บ	ลูกเห็บ	noun	formal
เลขท้าย	เลขท้าย	noun	formal
เลมอน	เลมอน	noun	formal
เลา	เลา	noun	formal
เล้า	เล้า	noun	formal
วงการแพทย์	วงการแพทย์	noun	formal
วงจรข่าย	วงจรข่าย	noun	formal
วงจรชีวิต	วงจรชีวิต	noun	formal
วงราชการ	วงราชการ	noun	formal
วรรณนา	วรรณนา	noun	formal
วัดไทย	วัดไทย	noun	formal
วัตถุเคมี	วัตถุเคมี	noun	formal
วัตรปฏิบัติ	วัตรปฏิบัติ	noun	formal
วันก่อนหน้า	วันก่อนหน้า	noun	informal
วันจันทร์	วันจันทร์	noun	formal
วันดีคืนดี	วันดีคืนดี	noun	informal
วันสหประชาชาติ	วันสหประชาชาติ	noun	formal
วันสำคัญ	วันสำคัญ	noun	formal
วัลลี	วัลลี	noun	formal
วาที	วาที	noun	formal
ว่าที่	ว่าที่	noun	formal
วายุ	วายุ	noun	formal
วิกรม	วิกรม	noun	formal
วิ่งกระโดดข้ามรั้ว	วิ่งกระโดดข้ามรั้ว	noun	formal
วิจารณญาณ	วิจารณญาณ	noun	formal
วิชาพลศึกษา	วิชาพลศึกษา	noun	formal
วิทยาศาสตร์กายภาพ	วิทยาศาสตร์กายภาพ	noun	formal
วิธีฝึก	วิธีฝึก	noun	formal
วิธีวัด	วิธีวัด	noun	formal
วิธู	วิธู	noun	formal
วิมุตติ	วิมุตติ	noun	formal
วิริยภาพ	วิริยภาพ	noun	formal
วิศวกรรม	วิศวกรรม	noun	formal
วิสัย	วิสัย	noun	formal
วุฒิสมาชิก	วุฒิสมาชิก	noun	informal
เวทีการเมือง	เวทีการเมือง	noun	formal
เวลา	เวลา	noun	formal
เวลากลางคืน	เวลากลางคืน	noun	formal
เวลานาน	เวลานาน	noun	formal
เวอร์ชัน	เวอร์ชัน	noun	formal
โวลต์	โวลต์	noun	formal
ไวนิล	ไวนิล	noun	formal
ไวไฟ	ไวไฟ	noun	formal
ศ	ศ	noun	formal
ศก	ศก	noun	formal
ศลิษา	ศลิษา	noun	formal
ศาลแพ่ง	ศาลแพ่ง	noun	formal
ศาสนาอิสลาม	ศาสนาอิสลาม	noun	formal
ศิลปะ	ศิลปะ	noun	formal
ศิลปากร	ศิลปากร	noun	formal
ศูนย์สูตร	ศูนย์สูตร	noun	formal
เศรษฐีใหม่	เศรษฐีใหม่	noun	formal
เศษซาก	เศษซาก	noun	formal
ษ	ษ	noun	formal
ส	ส	noun	formal
สงครามโลก	สงครามโลก	noun	formal
สงครามศาสนา	สงครามศาสนา	noun	formal
สถานกงสุล	สถานกงสุล	noun	formal
สถานีตำรวจภูธร	สถานีตำรวจภูธร	noun	formal
สถานีโทรทัศน์	สถานีโทรทัศน์	noun	formal
สถาบันทางการเมือง	สถาบันทางการเมือง	noun	formal
สนธยา	สนธยา	noun	formal
สนนราคา	สนนราคา	noun	formal
สนามเทนนิส	สนามเทนนิส	noun	formal
สนามแม่เหล็ก	สนามแม่เหล็ก	noun	formal
สเปค	สเปค	noun	formal
สภาขุนนาง	สภาขุนนาง	noun	formal
สภาพสังคม	สภาพสังคม	noun	formal
สภาวัฒนธรรมแห่งชาติ	สภาวัฒนธรรมแห่งชาติ	noun	formal
ส้มตำ	ส้มตำ	noun	formal
สมัครพรรคพวก	สมัครพรรคพวก	noun	formal
สมัยเก่า	สมัยเก่า	noun	formal
สมาจาร	สมาจาร	noun	formal
สมาชิก	สมาชิก	noun	formal
สมิง	สมิง	noun	formal
สมุดบัญชี	สมุดบัญชี	noun	formal
สระเอ	สระเอ	noun	formal
สรีระ	สรีระ	noun	formal
สลัดได	สลัดได	noun	formal
สลัม	สลัม	noun	formal
สลากกินแบ่ง	สลากกินแบ่ง	noun	formal
สแลง	สแลง	noun	formal
ส่วนกุศล	ส่วนกุศล	noun	formal
ส่วนควบ	ส่วนควบ	noun	formal
ส่วนรวม	ส่วนรวม	noun	formal
ส่วนร่วม	ส่วนร่วม	noun	formal
ส่วนเสริม	ส่วนเสริม	noun	formal
ส้วม	ส้วม	noun	formal
ส้วมซึม	ส้วมซึม	noun	formal
สวะ	สวะ	noun	formal
สว่านไฟฟ้า	สว่านไฟฟ้า	noun	formal
สะเอว	สะเอว	noun	formal
สังคมเปิด	สังคมเปิด	noun	formal
สังคมเมือง	สังคมเมือง	noun	formal
สังวาส	สังวาส	noun	formal
สัญญาเช่า	สัญญาเช่า	noun	formal
สัญญาณตอบรับ	สัญญาณตอบรับ	noun	formal
สัตว์ประหลาด	สัตว์ประหลาด	noun	formal
สัปเหร่อ	สัปเหร่อ	noun	formal
สาย	สาย	noun	formal
สายด่วน	สายด่วน	noun	formal
สายตายาว	สายตายาว	noun	formal
สายบัว	สายบัว	noun	formal
สายอากาศ	สายอากาศ	noun	formal
สารคดี	สารคดี	noun	formal
สารเคมี	สารเคมี	noun	formal
สารวัตรจราจร	สารวัตรจราจร	noun	formal
สารวัตรใหญ่	สารวัตรใหญ่	noun	formal
สาลินี	สาลินี	noun	formal
สาวใช้	สาวใช้	noun	formal
สาหร่าย	สาหร่าย	noun	formal
สาหร่ายสีเขียว	สาหร่ายสีเขียว	noun	formal
สาเหตุหลัก	สาเหตุหลัก	noun	formal
สำนักงานคณะกรรมการการศึกษาเอกชน	สำนักงานคณะกรรมการการศึกษาเอกชน	noun	formal
สำนักงานคณะกรรมการอัยการ	สำนักงานคณะกรรมการอัยการ	noun	formal
สำนักงานปลัดสำนักนายกรัฐมนตรี	สำนักงานปลัดสำนักนายกรัฐมนตรี	noun	formal
สำนักงานพลังงานปรมาณูเพื่อสันติ	สำนักงานพลังงานปรมาณูเพื่อสันติ	noun	formal
สำนักพิมพ์	สำนักพิมพ์	noun	formal
สิ่งก่อสร้าง	สิ่งก่อสร้าง	noun	formal
สิ่งเจือปน	สิ่งเจือปน	noun	formal
สิ่งใด	สิ่งใด	noun	formal
สิงโต	สิงโต	noun	formal
สิ่งรอบตัว	สิ่งรอบตัว	noun	formal
สิ่งศักดิ์สิทธิ์	สิ่งศักดิ์สิทธิ์	noun	formal
สิ่งใหม่	สิ่งใหม่	noun	formal
สิทธิของพลเมือง	สิทธิของพลเมือง	noun	formal
สิทธิพิเศษ	สิทธิพิเศษ	noun	formal
สินค้าคงเหลือ	สินค้าคงเหลือ	noun	formal
สินค้าหลัก	สินค้าหลัก	noun	formal
สิบเก้า	สิบเก้า	noun	formal
สิบเอ็ด	สิบเอ็ด	noun	formal
สิริ	สิริ	noun	formal
สิริมงคล	สิริมงคล	noun	formal
สิวหัวช้าง	สิวหัวช้าง	noun	formal
สีน้ำ	สีน้ำ	noun	formal
สีย้อมผ้า	สีย้อมผ้า	noun	formal
สีสัน	สีสัน	noun	formal
สี่เหลี่ยมข้าวหลามตัด	สี่เหลี่ยมข้าวหลามตัด	noun	formal
สีอ่อน	สีอ่อน	noun	formal
สื่อสิ่งพิมพ์	สื่อสิ่งพิมพ์	noun	formal
สุขภาพกาย	สุขภาพกาย	noun	formal
สุขภาพจิต	สุขภาพจิต	noun	formal
สุคติ	สุคติ	noun	formal
สุนัขข้างถนน	สุนัขข้างถนน	noun	formal
สุนัขดมกลิ่น	สุนัขดมกลิ่น	noun	formal
สุนัขตำรวจ	สุนัขตำรวจ	noun	formal
สุริยมณฑล	สุริยมณฑล	noun	formal
สุลต่าน	สุลต่าน	noun	formal
สูตรคูณ	สูตรคูณ	noun	formal
สูติแพทย์	สูติแพทย์	noun	formal
เส้นโค้ง	เส้นโค้ง	noun	formal
เส้นตาย	เส้นตาย	noun	formal
เส้นเล็ก	เส้นเล็ก	noun	formal
เสนียดจัญไร	เสนียดจัญไร	noun	formal
เสา	เสา	noun	formal
เส้า	เส้า	noun	formal
เสาโรมัน	เสาโรมัน	noun	formal
เสียงกระพรวน	เสียงกระพรวน	noun	formal
เสียงข้างน้อย	เสียงข้างน้อย	noun	formal
เสียงข้างมาก	เสียงข้างมาก	noun	formal
เสียงทุ้ม	เสียงทุ้ม	noun	formal
เสียงสั่น	เสียงสั่น	noun	formal
แสงแดด	แสงแดด	noun	formal
แสงอินฟราเรด	แสงอินฟราเรด	noun	formal
โส	โส	noun	informal
โสตประสาท	โสตประสาท	noun	formal
โสน	โสน	noun	formal
ไส้เลื่อน	ไส้เลื่อน	noun	formal
หง่าว	หง่าว	noun	formal
หญ้าแห้ง	หญ้าแห้ง	noun	formal
หนอนบุ้ง	หนอนบุ้ง	noun	formal
หนังโป๊	หนังโป๊	noun	formal
หนังศีรษะ	หนังศีรษะ	noun	formal
หนังสือพิมพ์รายสัปดาห์	หนังสือพิมพ์รายสัปดาห์	noun	formal
หน้าปก	หน้าปก	noun	formal
หน้าแล้ง	หน้าแล้ง	noun	formal
หน้าหนึ่ง	หน้าหนึ่ง	noun	formal
หนึ่งร้อย	หนึ่งร้อย	noun	formal
หมวดหมู่	หมวดหมู่	noun	formal
หมอนี่	หมอนี่	noun	informal
หม้อแปลง	หม้อแปลง	noun	formal
หมายเลข	หมายเลข	noun	formal
หมูสนาม	หมูสนาม	noun	formal
หยาดเหงื่อ	หยาดเหงื่อ	noun	formal
หล่ม	หล่ม	noun	formal
หลอดอาหาร	หลอดอาหาร	noun	formal
หลักวิชาการ	หลักวิชาการ	noun	formal
หวยใต้ดิน	หวยใต้ดิน	noun	formal
ห้องประชุม	ห้องประชุม	noun	formal
ห้องเย็น	ห้องเย็น	noun	formal
ห้องอาบน้ำ	ห้องอาบน้ำ	noun	formal
ห้องอาหาร	ห้องอาหาร	noun	formal
หอย	หอย	noun	formal
หอยเบี้ย	หอยเบี้ย	noun	formal
หัตถศิลป์	หัตถศิลป์	noun	formal
หัวคะแนน	หัวคะแนน	noun	informal
หัวตะกั่ว	หัวตะกั่ว	noun	formal
หัวเลี้ยว	หัวเลี้ยว	noun	formal
หัวสะพาน	หัวสะพาน	noun	formal
หัวหน้าฝูง	หัวหน้าฝูง	noun	formal
หัวหน้าศูนย์	หัวหน้าศูนย์	noun	formal
หัวแหลม	หัวแหลม	noun	formal
หางเครื่อง	หางเครื่อง	noun	formal
ห้ามล้อ	ห้ามล้อ	noun	formal
หีบศพ	หีบศพ	noun	formal
หุ่นไล่กา	หุ่นไล่กา	noun	formal
หูฟัง	หูฟัง	noun	formal
เหงือกอักเสบ	เหงือกอักเสบ	noun	formal
เหยือก	เหยือก	noun	formal
เหรียญทอง	เหรียญทอง	noun	formal
เหรียญบาท	เหรียญบาท	noun	formal
เหรียญสิบ	เหรียญสิบ	noun	informal
เหล็กใน	เหล็กใน	noun	formal
เหล็กหล่อ	เหล็กหล่อ	noun	formal
เหี้ย	เหี้ย	noun	formal
แหล่	แหล่	noun	formal
แหล่งกำเนิด	แหล่งกำเนิด	noun	formal
แหล่งน้ำผิวดิน	แหล่งน้ำผิวดิน	noun	formal
ไหล่ถนน	ไหล่ถนน	noun	formal
อ	อ	noun	formal
องค์การสงเคราะห์ทหารผ่านศึก	องค์การสงเคราะห์ทหารผ่านศึก	noun	formal
องค์ประชุม	องค์ประชุม	noun	formal
อดีตสมัย	อดีตสมัย	noun	formal
อธิป	อธิป	noun	formal
อนุทิน	อนุทิน	noun	formal
อนุภาค	อนุภาค	noun	formal
อภิเษก	อภิเษก	noun	formal
อเมริกันฟุตบอล	อเมริกันฟุตบอล	noun	formal
อรัญ	อรัญ	noun	formal
อวิชชา	อวิชชา	noun	formal
อสุรา	อสุรา	noun	formal
ออกซิเดชัน	ออกซิเดชัน	noun	formal
อ้อมแขน	อ้อมแขน	noun	formal
อัจฉริยภาพ	อัจฉริยภาพ	noun	formal
อัตราการไหล	อัตราการไหล	noun	formal
อัน	อัน	noun	formal
อันธิกา	อันธิกา	noun	formal
อับ	อับ	noun	formal
อัปสร	อัปสร	noun	formal
อั่ว	อั่ว	noun	formal
อาชา	อาชา	noun	formal
อาณาจักร	อาณาจักร	noun	formal
อาหารคาว	อาหารคาว	noun	formal
อาหารประจำวัน	อาหารประจำวัน	noun	formal
อาหารเป็นพิษ	อาหารเป็นพิษ	noun	formal
อิทธิพล	อิทธิพล	noun	formal
อินท์	อินท์	noun	formal
อินทรีย์เคมี	อินทรีย์เคมี	noun	formal
อิริเดียม	อิริเดียม	noun	formal
อุบัติเหตุ	อุบัติเหตุ	noun	formal
อุปทูต	อุปทูต	noun	formal
อุปลักษณ์	อุปลักษณ์	noun	formal
อุมา	อุมา	noun	formal
แอมโมเนีย	แอมโมเนีย	noun	formal
โอฆสงสาร	โอฆสงสาร	noun	formal
โอภาส	โอภาส	noun	formal
โอ้เอ้	โอ้เอ้	noun	formal
ไอ	ไอ	noun	formal
ไอ้งั่ง	ไอ้งั่ง	noun	formal
ฮันนีมูน	ฮันนีมูน	noun	formal
กงเต๊ก	กงเต๊ก	noun	formal
กฎมณเฑียรบาล	กฎมณเฑียรบาล	noun	formal
กฎหมายระหว่างประเทศแผนกคดีบุคคล	กฎหมายระหว่างประเทศแผนกคดีบุคคล	noun	formal
กตเวที	กตเวที	noun	formal
กตัญญูกตเวทิตา	กตัญญูกตเวทิตา	noun	formal
กรงเล็บ	กรงเล็บ	noun	formal
กรมคุมประพฤติ	กรมคุมประพฤติ	noun	formal
กรมตำรวจ	กรมตำรวจ	noun	formal
กรมแรงงาน	กรมแรงงาน	noun	formal
กรมส่งเสริมคุณภาพสิ่งแวดล้อม	กรมส่งเสริมคุณภาพสิ่งแวดล้อม	noun	formal
กรรเชียง	กรรเชียง	noun	formal
กรอบ	กรอบ	noun	formal
กระจับปี่	กระจับปี่	noun	formal
กระดาน	กระดาน	noun	formal
กระดาษกรอง	กระดาษกรอง	noun	formal
กระดาษทราย	กระดาษทราย	noun	formal
กระบาล	กระบาล	noun	formal
กระสัง	กระสัง	noun	formal
กระสาย	กระสาย	noun	formal
กระแสน้ำเชี่ยว	กระแสน้ำเชี่ยว	noun	formal
กร่าง	กร่าง	noun	informal
กราวนด์	กราวนด์	noun	formal
กริม	กริม	noun	formal
กล้วยไม้	กล้วยไม้	noun	formal
กล้องขยาย	กล้องขยาย	noun	formal
กล่องดำ	กล่องดำ	noun	formal
กลอุบาย	กลอุบาย	noun	formal
กลุ่มตัวอย่าง	กลุ่มตัวอย่าง	noun	formal
กองเชียร์	กองเชียร์	noun	formal
กองทุน	กองทุน	noun	formal
กองเรือรบ	กองเรือรบ	noun	formal
กองหน้า	กองหน้า	noun	formal
ก้อน	ก้อน	noun	formal
กะพง	กะพง	noun	formal
กะเพรา	กะเพรา	noun	formal
กันชนรถยนต์	กันชนรถยนต์	noun	formal
กัป	กัป	noun	formal
กัปตันเรือ	กัปตันเรือ	noun	formal
กัลปังหา	กัลปังหา	noun	formal
กางเกงในชาย	กางเกงในชาย	noun	formal
กาฝาก	กาฝาก	noun	formal
การกรอง	การกรอง	noun	formal
การกระทำการ	การกระทำการ	noun	formal
การกล่าว	การกล่าว	noun	formal
การกัด	การกัด	noun	formal
การก้าวหน้า	การก้าวหน้า	noun	formal
การแก้แค้น	การแก้แค้น	noun	formal
การแกะสลักผลไม้	การแกะสลักผลไม้	noun	formal
การไกล่เกลี่ย	การไกล่เกลี่ย	noun	formal
การขยับ	การขยับ	noun	formal
การขออนุมัติ	การขออนุมัติ	noun	formal
การขี่ม้า	การขี่ม้า	noun	formal
การเข้าฌาน	การเข้าฌาน	noun	formal
การเข้าร่วม	การเข้าร่วม	noun	formal
การควบ	การควบ	noun	formal
การคัด	การคัด	noun	formal
การเคหะ	การเคหะ	noun	formal
การฆ่าตัดตอน	การฆ่าตัดตอน	noun	formal
การโฆษณาชวนเชื่อ	การโฆษณาชวนเชื่อ	noun	formal
การจดจำ	การจดจำ	noun	formal
การจัดสรร	การจัดสรร	noun	formal
การแจกจ่าย	การแจกจ่าย	noun	formal
การฉวยโอกาส	การฉวยโอกาส	noun	formal
การชั่ง	การชั่ง	noun	formal
การตรวจจับ	การตรวจจับ	noun	formal
การติ	การติ	noun	formal
การเตะลูกโทษ	การเตะลูกโทษ	noun	formal
การแต่งกาย	การแต่งกาย	noun	formal
การถอน	การถอน	noun	formal
การทด	การทด	noun	formal
การทำขวัญนาค	การทำขวัญนาค	noun	formal
การทำแท้ง	การทำแท้ง	noun	formal
การนำไฟฟ้า	การนำไฟฟ้า	noun	formal
การนิรโทษกรรม	การนิรโทษกรรม	noun	formal
การบอกเลิก	การบอกเลิก	noun	formal
การบำบัดน้ำเสีย	การบำบัดน้ำเสีย	noun	formal
การบีบอัดข้อมูล	การบีบอัดข้อมูล	noun	formal
การปนเปื้อน	การปนเปื้อน	noun	formal
การประกาศ	การประกาศ	noun	formal
การประชุมใหญ่	การประชุมใหญ่	noun	formal
การประท้วงหยุดงาน	การประท้วงหยุดงาน	noun	formal
การประมวลผลข้อมูล	การประมวลผลข้อมูล	noun	formal
การปลดปล่อย	การปลดปล่อย	noun	formal
การปิดบัง	การปิดบัง	noun	formal
การเป็นอยู่	การเป็นอยู่	noun	formal
การเปิดเผย	การเปิดเผย	noun	formal
การผนึกกำลัง	การผนึกกำลัง	noun	formal
การฝึกสอน	การฝึกสอน	noun	formal
การพลิก	การพลิก	noun	formal
การพัฒนาที่ยั่งยืน	การพัฒนาที่ยั่งยืน	noun	formal
การพัฒนาอย่างยั่งยืน	การพัฒนาอย่างยั่งยืน	noun	formal
การพิทักษ์	การพิทักษ์	noun	formal
การพึ่งพาอาศัยกัน	การพึ่งพาอาศัยกัน	noun	formal
การพูดจา	การพูดจา	noun	formal
การฟัก	การฟัก	noun	formal
การฟัง	การฟัง	noun	formal
การมอบฉันทะ	การมอบฉันทะ	noun	formal
การยกเลิก	การยกเลิก	noun	formal
การเยียวยา	การเยียวยา	noun	formal
การรบ	การรบ	noun	formal
การรวมกลุ่ม	การรวมกลุ่ม	noun	formal
การร้อง	การร้อง	noun	formal
การรัก	การรัก	noun	formal
การรับจ้าง	การรับจ้าง	noun	formal
การรายงานผล	การรายงานผล	noun	formal
การเรียกร้อง	การเรียกร้อง	noun	formal
การล้าง	การล้าง	noun	formal
การลำเลียง	การลำเลียง	noun	formal
การเล่าเรื่อง	การเล่าเรื่อง	noun	formal
การเลี้ยง	การเลี้ยง	noun	formal
การวน	การวน	noun	formal
การวินิจฉัยโรค	การวินิจฉัยโรค	noun	formal
การส่งมอบ	การส่งมอบ	noun	formal
การสนทนา	การสนทนา	noun	formal
การสอน	การสอน	noun	formal
การสอบคัดเลือก	การสอบคัดเลือก	noun	formal
การสัมผัส	การสัมผัส	noun	formal
การสุ่ม	การสุ่ม	noun	formal
การสูญเสีย	การสูญเสีย	noun	formal
การหยุด	การหยุด	noun	formal
การอารักขา	การอารักขา	noun	formal
การอำนวยความสะดวกทางการค้า	การอำนวยความสะดวกทางการค้า	noun	formal
การเอารัดเอาเปรียบ	การเอารัดเอาเปรียบ	noun	formal
กาวใจ	กาวใจ	noun	formal
กำจัด	กำจัด	noun	formal
กำจาย	กำจาย	noun	formal
กิ่ง	กิ่ง	noun	formal
กิ้งกือ	กิ้งกือ	noun	formal
กุ้ง	กุ้ง	noun	formal
กุ้งฝอย	กุ้งฝอย	noun	formal
กุณฑล	กุณฑล	noun	formal
กุย	กุย	noun	formal
กุ๊ย	กุ๊ย	noun	formal
กุลี	กุลี	noun	formal
กุศลกรรม	กุศลกรรม	noun	formal
กูบ	กูบ	noun	formal
เกกมะเหรก	เกกมะเหรก	noun	formal
